Shift,Material,Department,Machine,Process Type,Outside Process,Outside Process Type,Hardware,Hardware Type,Deburr,Total Parts,Defect Count,Defect Rate,Thread,Defect Type,Possible Cause,Production Cost
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Miyano_BND,Secondary_Operation,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,180,7,3.89,Yes,Damage_To_Surface,Improper_Setup,476
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_1,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,509,22,4.41,Yes,Damage_To_Surface,Part_Lifted_On_Machine,371
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,Secondary_Operation,No,None,Yes,Hinge,Manually Deburred,1304,51,3.91,No,Incorrect_Engraving,Incorrect_Revision_Level,820
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,High_Precision,No,None,Yes,Screw,Manually Deburred,59,2,2.81,Yes,Thread_Defect,Tool_On_Machine_Broke,183
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_3,Secondary_Operation,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,879,7,0.8,Yes,Burrs_In_Part,Incorrect_Tool_Used,498
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Miyano_BND,Standard,No,None,Yes,Bolts,Manually Deburred,2050,37,1.83,No,Damage_To_Surface,Incorrect_Tool_Used,638
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Grinding,Yes,Bolts,Manually Deburred,2873,4,0.15,No,Dent,Improper_Setup,509
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_1,High_Precision,Yes,Chem_Film,Yes,Fasteners,Part_Deburred_On_Machine,2607,120,4.62,No,Dent,Part_Lifted_On_Machine,1995
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Miyano_BND,Standard,Yes,White_Paint,No,None,Part_Deburred_On_Machine,284,11,4.01,No,Incorrect_Engraving,Incorrect_Revision_Level,528
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_3,Tight_Tolerance,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,1685,54,3.21,Yes,Damage_To_Surface,Part_Lifted_On_Machine,1087
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,YCM_3,Secondary_Operation,Yes,Zinc_Plating,Yes,Dowel_Pins,Manually Deburred,491,24,4.91,Yes,Out_Of_Tolerance,Loaded_Part_On_Wrong_Size,769
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Big_Wia,Standard,Yes,Beadblast,Yes,Hinge,Manually Deburred,500,4,0.86,No,Damage_To_Surface,Loaded_Part_On_Wrong_Size,509
First 6:00AM-2:30PM,303 Stainless Steel,Mill,NFX400A,Surface_Finish_Critical,Yes,Passivation,No,None,Manually Deburred,1260,62,4.93,Yes,Damage_To_Surface,Tool_On_Machine_Broke,1213
First 6:00AM-2:30PM,Steel,Lathe,Big_Wia,Secondary_Operation,No,None,No,None,Manually Deburred,2665,7,0.26,No,Out_Of_Tolerance,Operator_Mistake,198
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_2,Tight_Tolerance,Yes,White_Paint,No,None,Part_Deburred_On_Machine,2163,24,1.11,Yes,Burrs_In_Part,Tool_On_Machine_Broke,697
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,404,6,1.44,Yes,Out_Of_Tolerance,Measurement_Error,163
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,NFX400A,Standard,Yes,Passivation,No,None,Part_Deburred_On_Machine,1357,10,0.77,No,Burrs_In_Part,Careless_Deburring,515
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Miyano_BND,Standard,Yes,White_Paint,Yes,Fasteners,Part_Deburred_On_Machine,215,3,1.26,Yes,Damage_To_Surface,Damaged_When_Shipped_To_Customer,474
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Matsuura_MAM72,High_Precision,Yes,Colored_Paint,No,None,Manually Deburred,2743,66,2.41,Yes,Missing_Feature,Programming_Error,1265
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_1,Standard,No,None,No,None,Manually Deburred,550,24,4.29,No,Incorrect_Depth,Incorrect_Tool_Used,419
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Big_Wia,High_Precision,No,None,No,None,Manually Deburred,1191,51,4.29,Yes,Material_Cut_Too_Small,Incorrect_Tool_Used,770
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_3,Tight_Tolerance,No,None,Yes,Fasteners,Manually Deburred,1515,43,2.84,No,Incorrect_Depth,Damaged_When_Shipped_To_Customer,716
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,Standard,Yes,Grinding,Yes,Screw,Manually Deburred,1180,49,4.12,Yes,Incorrect_Engraving,Damaged_When_Shipped_To_Customer,1094
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Miyano_BND,Standard,Yes,Gold_Anodize,Yes,Hinge,Part_Deburred_On_Machine,764,13,1.67,No,Incorrect_Depth,Damaged_When_Shipped_To_Customer,604
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,Doosan_HC400_II,Surface_Finish_Critical,Yes,Electroless_Nickel_Plating,Yes,Screw,Part_Deburred_On_Machine,761,35,4.57,Yes,Out_Of_Tolerance,Measurement_Error,890
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Big_Wia,High_Precision,Yes,White_Paint,No,None,Part_Deburred_On_Machine,2052,10,0.5,No,Incorrect_Depth,Programming_Error,515
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,1817,15,0.83,No,Out_Of_Tolerance,Damaged_When_Shipped_To_Customer,280
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_3,Secondary_Operation,Yes,Heat_Treatment,No,None,Manually Deburred,2131,65,3.03,No,Missing_Feature,Part_Lifted_On_Machine,1252
First 6:00AM-2:30PM,Steel,Lathe,Miyano_BND,Tight_Tolerance,Yes,Beadblast,Yes,Hinge,Part_Deburred_On_Machine,1752,24,1.37,No,Dent,Careless_Deburring,747
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Small_Wia,Secondary_Operation,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,2002,49,2.44,No,Burrs_In_Part,Careless_Deburring,772
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Tight_Tolerance,No,None,Yes,Fasteners,Manually Deburred,1468,16,1.1,Yes,Missing_Feature,Damaged_When_Shipped_To_Customer,365
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,NFX400A,Standard,No,None,No,None,Part_Deburred_On_Machine,2412,20,0.83,Yes,Material_Cut_Too_Small,Measurement_Error,345
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Electroless_Nickel_Plating,Yes,Fasteners,Part_Deburred_On_Machine,2969,65,2.2,No,Dent,Incorrect_Tool_Used,1280
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,Secondary_Operation,No,None,Yes,Dowel_Pins,Manually Deburred,902,28,3.12,Yes,Out_Of_Tolerance,Incorrect_Revision_Level,521
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Small_Wia,Standard,Yes,White_Paint,Yes,Bolts,Manually Deburred,2947,123,4.18,Yes,Missing_Feature,Loaded_Part_On_Wrong_Size,2056
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,High_Precision,No,None,No,None,Part_Deburred_On_Machine,168,0,0.12,Yes,None,None,85
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,Surface_Finish_Critical,Yes,White_Paint,Yes,Fasteners,Manually Deburred,1256,46,3.69,No,Incorrect_Hole_Size,Programming_Error,1055
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,Secondary_Operation,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,2464,52,2.11,Yes,Thread_Defect,Improper_Setup,811
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Grinding,Yes,Fasteners,Part_Deburred_On_Machine,224,5,2.33,No,Incorrect_Depth,Incorrect_Revision_Level,500
First 6:00AM-2:30PM,7075 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Passivation,No,None,Part_Deburred_On_Machine,309,8,2.63,No,Incorrect_Hole_Size,Incorrect_Tool_Used,489
First 6:00AM-2:30PM,Steel,Lathe,Samsung_SL15E,High_Precision,No,None,Yes,Screw,Manually Deburred,913,21,2.28,Yes,Burrs_In_Part,Operator_Mistake,430
First 6:00AM-2:30PM,430 Stainless Steel,Mill,YCM_1,Surface_Finish_Critical,No,None,Yes,Bolts,Part_Deburred_On_Machine,1890,3,0.13,No,Out_Of_Tolerance,Incorrect_Print,174
Second 1:30PM to 9:30PM,Steel,Lathe,Miyano_BND,Surface_Finish_Critical,Yes,Chem_Film,No,None,Part_Deburred_On_Machine,606,11,1.79,No,Burrs_In_Part,Operator_Mistake,528
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,YCM_1,Secondary_Operation,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,1885,71,3.77,No,Incorrect_Engraving,Incorrect_Revision_Level,1308
First 6:00AM-2:30PM,Steel,Mill,YCM_1,High_Precision,Yes,Zinc_Plating,Yes,Bolts,Part_Deburred_On_Machine,829,13,1.59,Yes,Thread_Defect,Measurement_Error,604
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Big_Wia,High_Precision,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,2800,100,3.57,No,Burrs_In_Part,Careless_Deburring,1435
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Small_Wia,Standard,No,None,No,None,Manually Deburred,1156,46,4.0,Yes,Thread_Defect,Tool_On_Machine_Broke,705
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,Yes,Clear_Chromate,Yes,Bolts,Manually Deburred,1115,37,3.33,Yes,Missing_Feature,Material_Defect,938
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,No,None,No,None,Manually Deburred,454,20,4.31,Yes,Incorrect_Depth,Improper_Setup,367
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_3,High_Precision,No,None,Yes,Screw,Manually Deburred,2293,1,0.05,No,Incorrect_Hole_Size,Incorrect_Tool_Used,170
First 6:00AM-2:30PM,Steel,Lathe,Miyano_BND,Standard,No,None,No,None,Part_Deburred_On_Machine,2468,90,3.63,Yes,Dent,Damaged_When_Shipped_To_Customer,1255
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,491,7,1.33,Yes,Incorrect_Depth,Damaged_When_Shipped_To_Customer,176
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_3,Standard,Yes,Passivation,Yes,Dowel_Pins,Part_Deburred_On_Machine,2704,69,2.55,No,Dent,Damaged_When_Shipped_To_Customer,1332
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,Standard,No,None,No,None,Part_Deburred_On_Machine,1684,70,4.19,Yes,Thread_Defect,Incorrect_Tool_Used,995
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_1,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,1361,47,3.44,Yes,Incorrect_Depth,Operator_Mistake,696
First 6:00AM-2:30PM,7075 Aluminum,Mill,Doosan_HC400_II,High_Precision,Yes,Electroless_Nickel_Plating,No,None,Part_Deburred_On_Machine,1729,8,0.45,Yes,Burrs_In_Part,Operator_Mistake,489
First 6:00AM-2:30PM,6061 Aluminum,Mill,NFX400A,Tight_Tolerance,Yes,Passivation,No,None,Part_Deburred_On_Machine,66,1,0.99,No,Incorrect_Engraving,Programming_Error,398
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,581,27,4.65,Yes,Incorrect_Engraving,Material_Defect,436
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_2,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,581,29,4.98,No,Incorrect_Depth,Material_Defect,462
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Matsuura_MAM72,High_Precision,No,None,No,None,Manually Deburred,1026,9,0.88,No,Dent,Operator_Mistake,224
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,High_Precision,No,None,No,None,Manually Deburred,1876,46,2.46,No,Scratches,Careless_Deburring,705
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Clear_Chromate,No,None,Manually Deburred,1149,15,1.34,Yes,Incorrect_Hole_Size,Tool_On_Machine_Broke,602
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_1,High_Precision,No,None,No,None,Part_Deburred_On_Machine,584,17,2.92,Yes,Incorrect_Engraving,Tool_On_Machine_Broke,306
First 6:00AM-2:30PM,Steel,Mill,Matsuura_MAM72,Surface_Finish_Critical,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,1441,17,1.17,No,Burrs_In_Part,Incorrect_Tool_Used,628
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Samsung_SL15E,Standard,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,710,10,1.36,No,Missing_Feature,Incorrect_Revision_Level,515
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_2,Surface_Finish_Critical,No,None,Yes,Screw,Manually Deburred,462,6,1.2,Yes,Dent,Part_Lifted_On_Machine,235
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Secondary_Operation,Yes,Beadblast,No,None,Manually Deburred,1686,76,4.48,No,Burrs_In_Part,Tool_On_Machine_Broke,1395
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,1890,55,2.93,Yes,Scratches,Operator_Mistake,850
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Small_Wia,High_Precision,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,1153,22,1.87,No,Material_Cut_Too_Small,Material_Defect,671
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Big_Wia,Tight_Tolerance,No,None,Yes,Bolts,Part_Deburred_On_Machine,2960,88,2.99,Yes,Dent,Measurement_Error,1279
Second 1:30PM to 9:30PM,Steel,Mill,YCM_1,Secondary_Operation,No,None,Yes,Bolts,Part_Deburred_On_Machine,1706,71,4.16,Yes,Scratches,Damaged_When_Shipped_To_Customer,1058
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,Yes,Beadblast,No,None,Part_Deburred_On_Machine,534,18,3.29,Yes,Incorrect_Engraving,Incorrect_Tool_Used,619
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,No,None,Yes,Screw,Manually Deburred,2727,31,1.13,No,Out_Of_Tolerance,Machine_Broke_Down,560
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Standard,No,None,No,None,Part_Deburred_On_Machine,1086,37,3.39,No,Damage_To_Surface,Loaded_Part_On_Wrong_Size,566
First 6:00AM-2:30PM,7075 Aluminum,Mill,Matsuura_MAM72,Standard,No,None,Yes,Hinge,Part_Deburred_On_Machine,1717,80,4.64,Yes,Incorrect_Engraving,Incorrect_Print,1175
Second 1:30PM to 9:30PM,Steel,Lathe,Small_Wia,Secondary_Operation,No,None,Yes,Bolts,Part_Deburred_On_Machine,1579,51,3.24,Yes,Material_Cut_Too_Small,Operator_Mistake,798
First 6:00AM-2:30PM,Steel,Mill,Doosan_HC400_II,Standard,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,2996,93,3.11,No,Material_Cut_Too_Small,Improper_Setup,1616
First 6:00AM-2:30PM,6061 Aluminum,Mill,Matsuura_MAM72,Tight_Tolerance,No,None,Yes,Hinge,Part_Deburred_On_Machine,503,11,2.18,No,Incorrect_Hole_Size,Programming_Error,278
Second 1:30PM to 9:30PM,Steel,Mill,YCM_3,Secondary_Operation,No,None,No,None,Manually Deburred,1404,11,0.76,Yes,Dent,Careless_Deburring,250
First 6:00AM-2:30PM,Steel,Lathe,Big_Wia,Secondary_Operation,No,None,Yes,Bolts,Manually Deburred,856,28,3.25,Yes,Dent,Machine_Broke_Down,521
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_2,High_Precision,Yes,Electroless_Nickel_Plating,No,None,Part_Deburred_On_Machine,1396,18,1.3,Yes,Damage_To_Surface,Incorrect_Print,619
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Secondary_Operation,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,1186,48,4.05,No,Out_Of_Tolerance,Incorrect_Print,1009
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Miyano_BND,High_Precision,Yes,Electroless_Nickel_Plating,No,None,Part_Deburred_On_Machine,1394,52,3.7,No,Burrs_In_Part,Incorrect_Tool_Used,1061
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,Matsuura_MAM72,Surface_Finish_Critical,No,None,Yes,Hinge,Part_Deburred_On_Machine,1958,38,1.92,Yes,Dent,Programming_Error,629
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_3,Surface_Finish_Critical,Yes,White_Paint,Yes,Hinge,Part_Deburred_On_Machine,1241,33,2.63,Yes,Material_Cut_Too_Small,Loaded_Part_On_Wrong_Size,864
First 6:00AM-2:30PM,Steel,Mill,YCM_1,High_Precision,Yes,Passivation,No,None,Manually Deburred,770,30,3.87,Yes,Missing_Feature,Improper_Setup,797
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Small_Wia,Standard,Yes,Colored_Hard_Anodize,No,None,Part_Deburred_On_Machine,502,11,2.29,No,Scratches,Careless_Deburring,528
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,Yes,Clear_Chromate,Yes,Hinge,Part_Deburred_On_Machine,2019,44,2.16,No,Missing_Feature,Careless_Deburring,1007
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Small_Wia,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,982,38,3.9,Yes,Missing_Feature,Operator_Mistake,579
First 6:00AM-2:30PM,Steel,Mill,YCM_2,Standard,Yes,Electroless_Nickel_Plating,Yes,Fasteners,Manually Deburred,2053,88,4.29,No,Damage_To_Surface,Part_Lifted_On_Machine,1601
First 6:00AM-2:30PM,Steel,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Nickel_Plating,No,None,Manually Deburred,536,1,0.14,Yes,Material_Cut_Too_Small,Operator_Mistake,420
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Big_Wia,Standard,Yes,Clear_Chromate,No,None,Manually Deburred,149,6,3.97,Yes,Dent,Material_Defect,485
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,No,None,Yes,Dowel_Pins,Manually Deburred,903,44,4.9,No,Incorrect_Depth,Tool_On_Machine_Broke,729
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Samsung_SL15E,High_Precision,No,None,No,None,Part_Deburred_On_Machine,2237,56,2.49,Yes,Dent,Incorrect_Revision_Level,813
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_3,Secondary_Operation,No,None,Yes,Dowel_Pins,Manually Deburred,277,0,0.1,No,None,None,157
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,No,None,No,None,Manually Deburred,296,8,2.61,No,Material_Cut_Too_Small,Loaded_Part_On_Wrong_Size,211
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_1,Tight_Tolerance,Yes,Zinc_Plating,Yes,Dowel_Pins,Manually Deburred,343,7,2.02,No,Dent,Operator_Mistake,548
First 6:00AM-2:30PM,Steel,Lathe,Big_Wia,Standard,No,None,No,None,Part_Deburred_On_Machine,765,34,4.42,No,Incorrect_Depth,Damaged_When_Shipped_To_Customer,527
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,Yes,Bolts,Part_Deburred_On_Machine,1820,9,0.48,No,Incorrect_Depth,Part_Lifted_On_Machine,252
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Small_Wia,High_Precision,Yes,Clear_Chromate,Yes,Dowel_Pins,Part_Deburred_On_Machine,344,11,3.32,Yes,Thread_Defect,Measurement_Error,578
First 6:00AM-2:30PM,Steel,Lathe,Big_Wia,High_Precision,No,None,No,None,Manually Deburred,56,2,4.44,Yes,Out_Of_Tolerance,Loaded_Part_On_Wrong_Size,133
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,334,14,4.08,No,Material_Cut_Too_Small,Loaded_Part_On_Wrong_Size,567
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Small_Wia,High_Precision,No,None,No,None,Manually Deburred,2489,123,4.94,Yes,Dent,Improper_Setup,1706
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_3,Tight_Tolerance,No,None,No,None,Manually Deburred,2039,41,2.02,No,Material_Cut_Too_Small,Incorrect_Print,640
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,No,None,No,None,Manually Deburred,2888,91,3.14,Yes,Thread_Defect,Programming_Error,1290
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Small_Wia,High_Precision,No,None,Yes,Screw,Manually Deburred,2908,108,3.7,No,Damage_To_Surface,Measurement_Error,1561
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Standard,No,None,Yes,Screw,Part_Deburred_On_Machine,1170,43,3.68,No,Dent,Incorrect_Tool_Used,694
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_3,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,868,30,3.44,Yes,Thread_Defect,Improper_Setup,475
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Miyano_BND,Standard,Yes,Beadblast,No,None,Manually Deburred,1299,25,1.94,No,Incorrect_Hole_Size,Programming_Error,732
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_2,Surface_Finish_Critical,Yes,Colored_Paint,No,None,Manually Deburred,1621,27,1.65,No,Burrs_In_Part,Operator_Mistake,758
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Doosan_HC400_II,Standard,Yes,Heat_Treatment,Yes,Bolts,Manually Deburred,2969,74,2.48,No,Burrs_In_Part,Careless_Deburring,1419
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,810,17,2.08,No,Scratches,Operator_Mistake,306
Second 1:30PM to 9:30PM,Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,Yes,Hinge,Part_Deburred_On_Machine,708,1,0.16,Yes,Burrs_In_Part,Tool_On_Machine_Broke,148
Second 1:30PM to 9:30PM,Steel,Lathe,Small_Wia,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,550,24,4.32,Yes,Scratches,Careless_Deburring,397
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_1,Secondary_Operation,No,None,Yes,Hinge,Part_Deburred_On_Machine,1370,46,3.35,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,733
First 6:00AM-2:30PM,7075 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Colored_Hard_Anodize,No,None,Part_Deburred_On_Machine,656,2,0.26,No,Scratches,Operator_Mistake,411
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,Doosan_HC400_II,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,1711,49,2.85,No,Incorrect_Engraving,Tool_On_Machine_Broke,722
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,Yes,Hinge,Manually Deburred,2803,56,2.01,No,Scratches,Damaged_When_Shipped_To_Customer,885
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Big_Wia,Secondary_Operation,Yes,Colored_Paint,No,None,Manually Deburred,544,13,2.44,No,Incorrect_Depth,Incorrect_Tool_Used,576
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_3,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,2397,117,4.89,Yes,Incorrect_Hole_Size,Programming_Error,1606
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,Yes,Screw,Part_Deburred_On_Machine,918,21,2.33,Yes,Scratches,Careless_Deburring,408
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Standard,No,None,No,None,Part_Deburred_On_Machine,1569,27,1.72,No,Out_Of_Tolerance,Machine_Broke_Down,436
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_2,Secondary_Operation,No,None,No,None,Manually Deburred,2640,116,4.4,Yes,Burrs_In_Part,Operator_Mistake,1615
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,Yes,Chem_Film,Yes,Hinge,Manually Deburred,2956,98,3.31,No,Scratches,Careless_Deburring,1731
First 6:00AM-2:30PM,Steel,Mill,NFX400A,Tight_Tolerance,No,None,No,None,Manually Deburred,1082,51,4.68,No,Incorrect_Engraving,Part_Lifted_On_Machine,770
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_1,High_Precision,Yes,Clear_Chromate,No,None,Manually Deburred,2672,22,0.82,No,Damage_To_Surface,Part_Lifted_On_Machine,693
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Big_Wia,Secondary_Operation,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,2928,38,1.31,Yes,Material_Cut_Too_Small,Improper_Setup,629
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Samsung_SL15E,Tight_Tolerance,Yes,Chem_Film,Yes,Hinge,Part_Deburred_On_Machine,1604,56,3.51,Yes,Burrs_In_Part,Operator_Mistake,1163
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Doosan_HC400_II,High_Precision,Yes,Zinc_Plating,No,None,Manually Deburred,2786,55,1.98,Yes,Incorrect_Engraving,Improper_Setup,1122
First 6:00AM-2:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Surface_Finish_Critical,Yes,Beadblast,Yes,Bolts,Manually Deburred,638,31,4.86,Yes,Thread_Defect,Improper_Setup,860
